2025-02-15 19:53:08,544 INFO    StreamThr :4890 [internal.py:wandb_internal():86] W&B internal server running at pid: 4890, started at: 2025-02-15 19:53:08.544251
2025-02-15 19:53:08,545 DEBUG   HandlerThread:4890 [handler.py:handle_request():146] handle_request: status
2025-02-15 19:53:08,547 INFO    WriterThread:4890 [datastore.py:open_for_write():87] open: /home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/download/wandb/run-20250215_195308-3chgnf90/run-3chgnf90.wandb
2025-02-15 19:53:08,547 DEBUG   SenderThread:4890 [sender.py:send():378] send: header
2025-02-15 19:53:08,547 DEBUG   SenderThread:4890 [sender.py:send():378] send: run
2025-02-15 19:53:08,777 INFO    SenderThread:4890 [dir_watcher.py:__init__():211] watching files in: /home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/download/wandb/run-20250215_195308-3chgnf90/files
2025-02-15 19:53:08,777 INFO    SenderThread:4890 [sender.py:_start_run_threads():1099] run started: 3chgnf90 with start time 1739670788.544223
2025-02-15 19:53:08,779 DEBUG   HandlerThread:4890 [handler.py:handle_request():146] handle_request: check_version
2025-02-15 19:53:08,779 DEBUG   SenderThread:4890 [sender.py:send_request():405] send_request: check_version
2025-02-15 19:53:08,874 DEBUG   HandlerThread:4890 [handler.py:handle_request():146] handle_request: run_start
2025-02-15 19:53:08,929 DEBUG   HandlerThread:4890 [system_info.py:__init__():26] System info init
2025-02-15 19:53:08,929 DEBUG   HandlerThread:4890 [system_info.py:__init__():41] System info init done
2025-02-15 19:53:08,929 INFO    HandlerThread:4890 [system_monitor.py:start():194] Starting system monitor
2025-02-15 19:53:08,929 INFO    SystemMonitor:4890 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-02-15 19:53:08,929 INFO    HandlerThread:4890 [system_monitor.py:probe():214] Collecting system info
2025-02-15 19:53:08,930 INFO    SystemMonitor:4890 [interfaces.py:start():190] Started cpu monitoring
2025-02-15 19:53:08,930 INFO    SystemMonitor:4890 [interfaces.py:start():190] Started disk monitoring
2025-02-15 19:53:08,930 INFO    SystemMonitor:4890 [interfaces.py:start():190] Started gpu monitoring
2025-02-15 19:53:08,931 INFO    SystemMonitor:4890 [interfaces.py:start():190] Started memory monitoring
2025-02-15 19:53:08,931 INFO    SystemMonitor:4890 [interfaces.py:start():190] Started network monitoring
2025-02-15 19:53:08,951 DEBUG   HandlerThread:4890 [system_info.py:probe():150] Probing system
2025-02-15 19:53:08,962 DEBUG   HandlerThread:4890 [system_info.py:_probe_git():135] Probing git
2025-02-15 19:53:08,964 DEBUG   HandlerThread:4890 [system_info.py:_probe_git():143] Probing git done
2025-02-15 19:53:08,964 DEBUG   HandlerThread:4890 [system_info.py:probe():198] Probing system done
