2025-02-12 17:03:10,653 INFO    StreamThr :72335 [internal.py:wandb_internal():86] W&B internal server running at pid: 72335, started at: 2025-02-12 17:03:10.652840
2025-02-12 17:03:10,654 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: status
2025-02-12 17:03:10,655 INFO    WriterThread:72335 [datastore.py:open_for_write():87] open: /home/chase/d501/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/wandb/run-20250212_170310-qkmzprsh/run-qkmzprsh.wandb
2025-02-12 17:03:10,656 DEBUG   SenderThread:72335 [sender.py:send():378] send: header
2025-02-12 17:03:10,656 DEBUG   SenderThread:72335 [sender.py:send():378] send: run
2025-02-12 17:03:10,865 INFO    SenderThread:72335 [dir_watcher.py:__init__():211] watching files in: /home/chase/d501/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/wandb/run-20250212_170310-qkmzprsh/files
2025-02-12 17:03:10,865 INFO    SenderThread:72335 [sender.py:_start_run_threads():1099] run started: qkmzprsh with start time 1739401390.653088
2025-02-12 17:03:10,866 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: check_version
2025-02-12 17:03:10,866 DEBUG   SenderThread:72335 [sender.py:send_request():405] send_request: check_version
2025-02-12 17:03:10,957 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: run_start
2025-02-12 17:03:11,150 DEBUG   HandlerThread:72335 [system_info.py:__init__():26] System info init
2025-02-12 17:03:11,150 DEBUG   HandlerThread:72335 [system_info.py:__init__():41] System info init done
2025-02-12 17:03:11,150 INFO    HandlerThread:72335 [system_monitor.py:start():194] Starting system monitor
2025-02-12 17:03:11,151 INFO    SystemMonitor:72335 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-02-12 17:03:11,151 INFO    HandlerThread:72335 [system_monitor.py:probe():214] Collecting system info
2025-02-12 17:03:11,152 INFO    SystemMonitor:72335 [interfaces.py:start():190] Started cpu monitoring
2025-02-12 17:03:11,153 INFO    SystemMonitor:72335 [interfaces.py:start():190] Started disk monitoring
2025-02-12 17:03:11,154 INFO    SystemMonitor:72335 [interfaces.py:start():190] Started gpu monitoring
2025-02-12 17:03:11,155 INFO    SystemMonitor:72335 [interfaces.py:start():190] Started memory monitoring
2025-02-12 17:03:11,155 INFO    SystemMonitor:72335 [interfaces.py:start():190] Started network monitoring
2025-02-12 17:03:11,170 DEBUG   HandlerThread:72335 [system_info.py:probe():150] Probing system
2025-02-12 17:03:11,182 DEBUG   HandlerThread:72335 [system_info.py:_probe_git():135] Probing git
2025-02-12 17:03:11,185 DEBUG   HandlerThread:72335 [system_info.py:_probe_git():143] Probing git done
2025-02-12 17:03:11,185 DEBUG   HandlerThread:72335 [system_info.py:probe():198] Probing system done
2025-02-12 17:03:11,185 DEBUG   HandlerThread:72335 [system_monitor.py:probe():223] {'os': 'Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39', 'python': '3.13.1', 'heartbeatAt': '2025-02-12T23:03:11.170122', 'startedAt': '2025-02-12T23:03:10.650476', 'docker': None, 'cuda': None, 'args': ('--file_url', 'https://raw.githubusercontent.com/scikit-learn/scikit-learn/4dfdfb4e1bb3719628753a4ece995a1b2fa5312a/sklearn/datasets/data/iris.csv', '--artifact_name', 'iris.csv', '--artifact_type', 'raw_data', '--artifact_description', 'Input data'), 'state': 'running', 'program': '/home/chase/d501/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/download_data.py', 'codePathLocal': 'download_data.py', 'codePath': 'lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/download_data.py', 'git': {'remote': 'https://github.com/FirehawkenZul/d501.git', 'commit': '682d22e737ef99c30232dc2dadb888ccff8e3397'}, 'email': '65619923+FirehawkenZul@users.noreply.github.com', 'root': '/home/chase/d501', 'host': 'CHASE-DT', 'username': 'chase', 'executable': '/home/chase/miniconda3/envs/mlflow-5724aa86b264024db66f864f7aa9c11abcaf08d4/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4691.086, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}, {'current': 4691.086, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 8.517738342285156}}, 'gpu': 'NVIDIA GeForce RTX 4070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070', 'memory_total': 12878610432}], 'memory': {'total': 15.183914184570312}}
2025-02-12 17:03:11,185 INFO    HandlerThread:72335 [system_monitor.py:probe():224] Finished collecting system info
2025-02-12 17:03:11,185 INFO    HandlerThread:72335 [system_monitor.py:probe():227] Publishing system info
2025-02-12 17:03:11,185 DEBUG   HandlerThread:72335 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2025-02-12 17:03:11,540 DEBUG   HandlerThread:72335 [system_info.py:_save_conda():219] Saving conda packages done
2025-02-12 17:03:11,541 INFO    HandlerThread:72335 [system_monitor.py:probe():229] Finished publishing system info
2025-02-12 17:03:11,542 DEBUG   SenderThread:72335 [sender.py:send():378] send: files
2025-02-12 17:03:11,542 INFO    SenderThread:72335 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2025-02-12 17:03:11,557 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: python_packages
2025-02-12 17:03:11,557 DEBUG   SenderThread:72335 [sender.py:send_request():405] send_request: python_packages
2025-02-12 17:03:11,558 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: stop_status
2025-02-12 17:03:11,558 DEBUG   SenderThread:72335 [sender.py:send_request():405] send_request: stop_status
2025-02-12 17:03:11,559 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: internal_messages
2025-02-12 17:03:11,678 DEBUG   SenderThread:72335 [sender.py:send():378] send: telemetry
2025-02-12 17:03:11,834 INFO    wandb-upload_0:72335 [upload_job.py:push():131] Uploaded file /tmp/tmpvko_87akwandb/yqr5oyug-wandb-metadata.json
2025-02-12 17:03:11,865 INFO    Thread-12 :72335 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chase/d501/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/wandb/run-20250212_170310-qkmzprsh/files/output.log
2025-02-12 17:03:11,865 INFO    Thread-12 :72335 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chase/d501/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/wandb/run-20250212_170310-qkmzprsh/files/requirements.txt
2025-02-12 17:03:11,865 INFO    Thread-12 :72335 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chase/d501/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/wandb/run-20250212_170310-qkmzprsh/files/wandb-metadata.json
2025-02-12 17:03:11,865 INFO    Thread-12 :72335 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chase/d501/lesson-1-machine-learning-pipelines/exercises/exercise_3/starter/download_data/wandb/run-20250212_170310-qkmzprsh/files/conda-environment.yaml
2025-02-12 17:03:11,879 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: log_artifact
2025-02-12 17:03:11,879 DEBUG   SenderThread:72335 [sender.py:send_request():405] send_request: log_artifact
2025-02-12 17:03:12,320 INFO    wandb-upload_0:72335 [upload_job.py:push():89] Uploaded file /home/chase/.local/share/wandb/artifacts/staging/tmpibbv6gi3
2025-02-12 17:03:12,730 INFO    SenderThread:72335 [sender.py:send_request_log_artifact():1431] logged artifact iris.csv - {'id': 'QXJ0aWZhY3Q6MTUwNTIzNjExOA==', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjU2MzY5MjI0NQ==', 'latestArtifact': None}}
2025-02-12 17:03:12,730 DEBUG   SenderThread:72335 [sender.py:send():378] send: telemetry
2025-02-12 17:03:12,730 DEBUG   SenderThread:72335 [sender.py:send():378] send: exit
2025-02-12 17:03:12,730 INFO    SenderThread:72335 [sender.py:send_exit():585] handling exit code: 0
2025-02-12 17:03:12,731 INFO    SenderThread:72335 [sender.py:send_exit():587] handling runtime: 0
2025-02-12 17:03:12,731 INFO    SenderThread:72335 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2025-02-12 17:03:12,731 INFO    SenderThread:72335 [sender.py:send_exit():593] send defer
2025-02-12 17:03:12,731 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: defer
2025-02-12 17:03:12,731 INFO    HandlerThread:72335 [handler.py:handle_request_defer():172] handle defer: 0
2025-02-12 17:03:12,731 DEBUG   SenderThread:72335 [sender.py:send_request():405] send_request: defer
2025-02-12 17:03:12,732 INFO    SenderThread:72335 [sender.py:send_request_defer():609] handle sender defer: 0
2025-02-12 17:03:12,732 INFO    SenderThread:72335 [sender.py:transition_state():613] send defer: 1
2025-02-12 17:03:12,732 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: defer
2025-02-12 17:03:12,732 INFO    HandlerThread:72335 [handler.py:handle_request_defer():172] handle defer: 1
2025-02-12 17:03:12,732 DEBUG   SenderThread:72335 [sender.py:send_request():405] send_request: defer
2025-02-12 17:03:12,732 INFO    SenderThread:72335 [sender.py:send_request_defer():609] handle sender defer: 1
2025-02-12 17:03:12,732 INFO    SenderThread:72335 [sender.py:transition_state():613] send defer: 2
2025-02-12 17:03:12,732 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: defer
2025-02-12 17:03:12,732 INFO    HandlerThread:72335 [handler.py:handle_request_defer():172] handle defer: 2
2025-02-12 17:03:12,732 INFO    HandlerThread:72335 [system_monitor.py:finish():203] Stopping system monitor
2025-02-12 17:03:12,732 DEBUG   SystemMonitor:72335 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-02-12 17:03:12,732 DEBUG   SystemMonitor:72335 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-02-12 17:03:12,732 DEBUG   SystemMonitor:72335 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-02-12 17:03:12,733 INFO    HandlerThread:72335 [interfaces.py:finish():202] Joined cpu monitor
2025-02-12 17:03:12,733 INFO    HandlerThread:72335 [interfaces.py:finish():202] Joined disk monitor
2025-02-12 17:03:12,738 INFO    HandlerThread:72335 [interfaces.py:finish():202] Joined gpu monitor
2025-02-12 17:03:12,738 INFO    HandlerThread:72335 [interfaces.py:finish():202] Joined memory monitor
2025-02-12 17:03:12,738 INFO    HandlerThread:72335 [interfaces.py:finish():202] Joined network monitor
2025-02-12 17:03:12,738 DEBUG   SenderThread:72335 [sender.py:send_request():405] send_request: defer
2025-02-12 17:03:12,738 INFO    SenderThread:72335 [sender.py:send_request_defer():609] handle sender defer: 2
2025-02-12 17:03:12,738 INFO    SenderThread:72335 [sender.py:transition_state():613] send defer: 3
2025-02-12 17:03:12,738 DEBUG   HandlerThread:72335 [handler.py:handle_request():146] handle_request: defer
2025-02-12 17:03:12,738 INFO    HandlerThread:72335 [handler.py:handle_request_defer():172] handle defer: 3
