2025-02-15 19:53:31,589 INFO    StreamThr :5299 [internal.py:wandb_internal():86] W&B internal server running at pid: 5299, started at: 2025-02-15 19:53:31.588743
2025-02-15 19:53:31,589 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: status
2025-02-15 19:53:31,591 INFO    WriterThread:5299 [datastore.py:open_for_write():87] open: /home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/preprocess/wandb/run-20250215_195331-d1ni3sp1/run-d1ni3sp1.wandb
2025-02-15 19:53:31,592 DEBUG   SenderThread:5299 [sender.py:send():378] send: header
2025-02-15 19:53:31,592 DEBUG   SenderThread:5299 [sender.py:send():378] send: run
2025-02-15 19:53:31,801 INFO    SenderThread:5299 [dir_watcher.py:__init__():211] watching files in: /home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/preprocess/wandb/run-20250215_195331-d1ni3sp1/files
2025-02-15 19:53:31,801 INFO    SenderThread:5299 [sender.py:_start_run_threads():1099] run started: d1ni3sp1 with start time 1739670811.588696
2025-02-15 19:53:31,803 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: check_version
2025-02-15 19:53:31,803 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: check_version
2025-02-15 19:53:32,152 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: run_start
2025-02-15 19:53:32,193 DEBUG   HandlerThread:5299 [system_info.py:__init__():26] System info init
2025-02-15 19:53:32,193 DEBUG   HandlerThread:5299 [system_info.py:__init__():41] System info init done
2025-02-15 19:53:32,193 INFO    HandlerThread:5299 [system_monitor.py:start():194] Starting system monitor
2025-02-15 19:53:32,193 INFO    SystemMonitor:5299 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-02-15 19:53:32,193 INFO    HandlerThread:5299 [system_monitor.py:probe():214] Collecting system info
2025-02-15 19:53:32,194 INFO    SystemMonitor:5299 [interfaces.py:start():190] Started cpu monitoring
2025-02-15 19:53:32,196 INFO    SystemMonitor:5299 [interfaces.py:start():190] Started disk monitoring
2025-02-15 19:53:32,197 INFO    SystemMonitor:5299 [interfaces.py:start():190] Started gpu monitoring
2025-02-15 19:53:32,198 INFO    SystemMonitor:5299 [interfaces.py:start():190] Started memory monitoring
2025-02-15 19:53:32,199 INFO    SystemMonitor:5299 [interfaces.py:start():190] Started network monitoring
2025-02-15 19:53:32,211 DEBUG   HandlerThread:5299 [system_info.py:probe():150] Probing system
2025-02-15 19:53:32,223 DEBUG   HandlerThread:5299 [system_info.py:_probe_git():135] Probing git
2025-02-15 19:53:32,225 DEBUG   HandlerThread:5299 [system_info.py:_probe_git():143] Probing git done
2025-02-15 19:53:32,225 DEBUG   HandlerThread:5299 [system_info.py:probe():198] Probing system done
2025-02-15 19:53:32,225 DEBUG   HandlerThread:5299 [system_monitor.py:probe():223] {'os': 'Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39', 'python': '3.10.16', 'heartbeatAt': '2025-02-16T01:53:32.211938', 'startedAt': '2025-02-16T01:53:31.586736', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'raw_data.parquet:latest', '--artifact_name', 'preprocessed_data.csv', '--artifact_type', 'preprocessed_data', '--artifact_description', 'Data with preprocessing applied'), 'state': 'running', 'program': '/home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/preprocess/run.py', 'codePathLocal': 'run.py', 'codePath': 'lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/preprocess/run.py', 'git': {'remote': 'https://github.com/FirehawkenZul/d501.git', 'commit': '282549f9075d4f059476111387933a7aeb729df2'}, 'email': '65619923+FirehawkenZul@users.noreply.github.com', 'root': '/home/chase/d501', 'host': 'CHASE-DT', 'username': 'chase', 'executable': '/home/chase/miniconda3/envs/mlflow-b662b891138f514f86ea83df6f384dc4f23b43c1/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4691.089999999998, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}, {'current': 4691.09, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 18.32638168334961}}, 'gpu': 'NVIDIA GeForce RTX 4070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070', 'memory_total': 12878610432}], 'memory': {'total': 15.183914184570312}}
2025-02-15 19:53:32,225 INFO    HandlerThread:5299 [system_monitor.py:probe():224] Finished collecting system info
2025-02-15 19:53:32,225 INFO    HandlerThread:5299 [system_monitor.py:probe():227] Publishing system info
2025-02-15 19:53:32,225 DEBUG   HandlerThread:5299 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2025-02-15 19:53:32,648 DEBUG   HandlerThread:5299 [system_info.py:_save_conda():219] Saving conda packages done
2025-02-15 19:53:32,648 INFO    HandlerThread:5299 [system_monitor.py:probe():229] Finished publishing system info
2025-02-15 19:53:32,649 DEBUG   SenderThread:5299 [sender.py:send():378] send: files
2025-02-15 19:53:32,649 INFO    SenderThread:5299 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2025-02-15 19:53:32,659 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: python_packages
2025-02-15 19:53:32,660 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: python_packages
2025-02-15 19:53:32,660 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: stop_status
2025-02-15 19:53:32,660 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: stop_status
2025-02-15 19:53:32,661 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: internal_messages
2025-02-15 19:53:32,785 DEBUG   SenderThread:5299 [sender.py:send():378] send: telemetry
2025-02-15 19:53:32,801 INFO    Thread-12 :5299 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/preprocess/wandb/run-20250215_195331-d1ni3sp1/files/output.log
2025-02-15 19:53:32,801 INFO    Thread-12 :5299 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/preprocess/wandb/run-20250215_195331-d1ni3sp1/files/conda-environment.yaml
2025-02-15 19:53:32,801 INFO    Thread-12 :5299 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/preprocess/wandb/run-20250215_195331-d1ni3sp1/files/requirements.txt
2025-02-15 19:53:32,801 INFO    Thread-12 :5299 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/preprocess/wandb/run-20250215_195331-d1ni3sp1/files/wandb-metadata.json
2025-02-15 19:53:32,898 INFO    wandb-upload_0:5299 [upload_job.py:push():131] Uploaded file /tmp/tmpg71c6pzewandb/595wiclo-wandb-metadata.json
2025-02-15 19:53:32,972 DEBUG   SenderThread:5299 [sender.py:send():378] send: use_artifact
2025-02-15 19:53:33,471 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: log_artifact
2025-02-15 19:53:33,471 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: log_artifact
2025-02-15 19:53:34,473 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: poll_exit
2025-02-15 19:53:34,763 INFO    wandb-upload_0:5299 [upload_job.py:push():89] Uploaded file /home/chase/.local/share/wandb/artifacts/staging/tmppldsseoo
2025-02-15 19:53:34,801 INFO    Thread-12 :5299 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/chase/d501/lesson-5-final-pipeline-release-and-deploy/exercises/exercise_14/solution/preprocess/wandb/run-20250215_195331-d1ni3sp1/files/output.log
2025-02-15 19:53:35,130 INFO    SenderThread:5299 [sender.py:send_request_log_artifact():1431] logged artifact preprocessed_data.csv - {'id': 'QXJ0aWZhY3Q6MTUxMTIzNzY1Ng==', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjU2NTU0Mzk3OA==', 'latestArtifact': None}}
2025-02-15 19:53:35,130 DEBUG   SenderThread:5299 [sender.py:send():378] send: exit
2025-02-15 19:53:35,130 INFO    SenderThread:5299 [sender.py:send_exit():585] handling exit code: 0
2025-02-15 19:53:35,130 INFO    SenderThread:5299 [sender.py:send_exit():587] handling runtime: 1
2025-02-15 19:53:35,130 INFO    SenderThread:5299 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2025-02-15 19:53:35,130 INFO    SenderThread:5299 [sender.py:send_exit():593] send defer
2025-02-15 19:53:35,130 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: poll_exit
2025-02-15 19:53:35,130 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: defer
2025-02-15 19:53:35,131 INFO    HandlerThread:5299 [handler.py:handle_request_defer():172] handle defer: 0
2025-02-15 19:53:35,131 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: defer
2025-02-15 19:53:35,131 INFO    SenderThread:5299 [sender.py:send_request_defer():609] handle sender defer: 0
2025-02-15 19:53:35,131 INFO    SenderThread:5299 [sender.py:transition_state():613] send defer: 1
2025-02-15 19:53:35,131 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: defer
2025-02-15 19:53:35,131 INFO    HandlerThread:5299 [handler.py:handle_request_defer():172] handle defer: 1
2025-02-15 19:53:35,131 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: defer
2025-02-15 19:53:35,131 INFO    SenderThread:5299 [sender.py:send_request_defer():609] handle sender defer: 1
2025-02-15 19:53:35,131 INFO    SenderThread:5299 [sender.py:transition_state():613] send defer: 2
2025-02-15 19:53:35,131 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: defer
2025-02-15 19:53:35,132 INFO    HandlerThread:5299 [handler.py:handle_request_defer():172] handle defer: 2
2025-02-15 19:53:35,132 INFO    HandlerThread:5299 [system_monitor.py:finish():203] Stopping system monitor
2025-02-15 19:53:35,132 DEBUG   SystemMonitor:5299 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-02-15 19:53:35,132 DEBUG   SystemMonitor:5299 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-02-15 19:53:35,132 DEBUG   SystemMonitor:5299 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-02-15 19:53:35,132 INFO    HandlerThread:5299 [interfaces.py:finish():202] Joined cpu monitor
2025-02-15 19:53:35,133 INFO    HandlerThread:5299 [interfaces.py:finish():202] Joined disk monitor
2025-02-15 19:53:35,138 INFO    HandlerThread:5299 [interfaces.py:finish():202] Joined gpu monitor
2025-02-15 19:53:35,139 INFO    HandlerThread:5299 [interfaces.py:finish():202] Joined memory monitor
2025-02-15 19:53:35,139 INFO    HandlerThread:5299 [interfaces.py:finish():202] Joined network monitor
2025-02-15 19:53:35,139 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: defer
2025-02-15 19:53:35,139 INFO    SenderThread:5299 [sender.py:send_request_defer():609] handle sender defer: 2
2025-02-15 19:53:35,139 INFO    SenderThread:5299 [sender.py:transition_state():613] send defer: 3
2025-02-15 19:53:35,139 DEBUG   SenderThread:5299 [sender.py:send():378] send: stats
2025-02-15 19:53:35,139 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: defer
2025-02-15 19:53:35,139 INFO    HandlerThread:5299 [handler.py:handle_request_defer():172] handle defer: 3
2025-02-15 19:53:35,140 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: defer
2025-02-15 19:53:35,140 INFO    SenderThread:5299 [sender.py:send_request_defer():609] handle sender defer: 3
2025-02-15 19:53:35,140 INFO    SenderThread:5299 [sender.py:transition_state():613] send defer: 4
2025-02-15 19:53:35,140 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: defer
2025-02-15 19:53:35,140 INFO    HandlerThread:5299 [handler.py:handle_request_defer():172] handle defer: 4
2025-02-15 19:53:35,140 DEBUG   SenderThread:5299 [sender.py:send_request():405] send_request: defer
2025-02-15 19:53:35,140 INFO    SenderThread:5299 [sender.py:send_request_defer():609] handle sender defer: 4
2025-02-15 19:53:35,140 INFO    SenderThread:5299 [sender.py:transition_state():613] send defer: 5
2025-02-15 19:53:35,140 DEBUG   HandlerThread:5299 [handler.py:handle_request():146] handle_request: defer
2025-02-15 19:53:35,140 INFO    HandlerThread:5299 [handler.py:handle_request_defer():172] handle defer: 5
2025-02-15 19:53:35,141 DEBUG   SenderThread:5299 [sender.py:send():378] send: summary
2025-02-15 19:53:35,141 INFO    SenderThread:5299 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
